"Hash","Message","Hash_Parent","Is_Merge_Commit","Modified_Files"
"b5e0ec8438c4459de9337f6c1541b61967d7a3bb","Confirm overwriting files  A Textual layout bug is unfortunately making the Yes button HUGE  and the No button INVISIBLE  until you mouse over the dialog  which is pretty funny... ""<file> already exists. Do you want to replace it? [Yes]""","['a5b217b3cdf9747a9a531ef99bcaffcceb4b0968']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5C2990>, <pydriller.domain.commit.ModifiedFile object at 0x000002658C5C2BD0>]"
"009a06e82b0d2d1d6a04bb2a15c271c1e637c5e9","VS Code: disable justMyCode debugger feature","['4334d60681192141fc964176c27cf7ad829e9681']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D13D0D0>]"
"e988bf787f207534f94ddaa70d6709bd0614bb69","Move window layout fix to Window","['8f5bbe96359a6faabdd14ac1734da80fcd732e13']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AF050>, <pydriller.domain.commit.ModifiedFile object at 0x000002658C63F5D0>]"
"ddd89d367b24917b7855a57d9870c0f9d5dc494d","Hide brush preview when you stop hovering over the canvas","['faabe2c88e8fb5ba55b274ea0cc409f60d81d3c8']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658DBED1D0>]"
"8929ed14b646cf2827b6326a250a77c03c15bb93","Clear screen during development to avoid seeing fixed errors","['fea42598766037d475fb65d475e1de431e41bb2b']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AF610>, <pydriller.domain.commit.ModifiedFile object at 0x000002658C4A97D0>]"
"7497a7dd5b16d3e102e10008b9a43d738e237830","Tweak overwrite dialog layout  - Reduce height  to fit to content - Reduce button width  to avoid clipping","['0125374bbad2c68dea14373e140886140a6e2891']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5E38D0>]"
"2e4d6e9c1629e50e198a850e6dc0f1a56f6905d6","Fix several errors in JS->Python translation","['c05bf1200dbedce07980e347bfcb00579b75057b']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5BD010>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D5BF750>]"
"8c4a5bf583d6d735152a643460000c2626e59e2f","Handle errors when opening a file","['2d3f05ff1221e26098c20b669f407fc699c085ed']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D624790>]"
"e715a28e59558e46aca7fb660602cce71d16cab3","Fix error when hitting OK button with no callback","['8c4a5bf583d6d735152a643460000c2626e59e2f']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5F49D0>]"
"fcf44a8b940940d34add2159069b05ffda267401","Handle errors when saving a file","['11817904bb5f48f525a40a44a3ba1ece4e031037']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C63F110>]"
"f1a4b9736e2241195e8102e373e9543383f7e871","Improve error handling for saving and loading files","['fcf44a8b940940d34add2159069b05ffda267401']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AE750>]"
"1659f2d75bd3a27fb4af586f76afc0decfc3c88b","Improve error handling for saving files","['79a1432abc99abb09cae2b28d96baac6a53bec89']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AF0D0>]"
"d2ab602ff56306d3152962801c6b9aea55b59fc2","Dynamically avoid cutting off the rightmost character in menus  Before I had it wide enough for English  with a max-width  but not all languages. This is a better solution.","['66ce8df21dd3660c65085486c4c16aa9b64c1d21']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C4B35D0>]"
"365eb6e4c7f3c872f8c2df319b8626ee8e41fb33","Dynamically position menus instead of guessing  I must've missed this property when looking through the properties in the debugger before.","['d2ab602ff56306d3152962801c6b9aea55b59fc2']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AEF50>]"
"adcaed47cddcbc1150bd08e8eb8c87ec7dfddadf","Handle base language (English) better  - Don't log an error about a missing language file at startup. - Don't append to untranslated.txt for strings that don't need   translation because they're already in the target language.   I could use an early return for this too  but it's not important.","['7b0eaff1082f7c58f5ca246611868aa8d721a8e9']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5B0750>]"
"ac10d5e50092800f7dbc68019fe8257b9107a169","Tweak error messages to use colons for clarity","['c6594182406d2296cb084ac0edc24e91d70c81ec']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658DBE3790>]"
"c3763523bd59bbb670409baadf60ba17df0a74ea","Visually debug IndexError...  The canvas size isn't getting updated (fully) when loading a document.","['5958ba348b1ddf557601938ae61927ec91c5617d']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D13C290>]"
"a33dd153ce6f0f995ed25aaa08847138b11721f9","I tried to fix flickering when using magnifier tool  - Move `self.canvas.magnification = self.magnification` up. It happens    due to internal call_after_refresh  and should happen  before scroll. - Remove note about other code in JS Paint  I think it's not needed. - Note my attempts at fixing flicker  which were unsuccessful  so that   I don't try the exact same things later  and feel stupid    and so I don't accrue so many branches.","['896f43e7edfc3772327ad96ff18bc98b08e83943']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AD190>]"
"433fa68a21abf7217511cfc9af72cf234b3c4f3a","Refactor anti-garbage-collection Task reference keeping  Now it's really verbose  but I don't have to worry about reusing the same name twice. Or coming up with new  fun ones.  https://docs.python.org/3/library/asyncio-task.html#asyncio.create_task  > Important: Save a reference to the result of this function  to avoid a task disappearing mid-execution. The event loop only keeps weak references to tasks. A task that isn’t referenced elsewhere may get garbage collected at any time  even before it’s done. For reliable “fire-and-forget” background tasks  gather them in a collection: > > background_tasks = set() > > for i in range(10): >     task = asyncio.create_task(some_coro(param=i)) > >     # Add task to the set. This creates a strong reference. >     background_tasks.add(task) > >     # To prevent keeping references to finished tasks forever  >     # make each task remove its own reference from the set after >     # completion: >     task.add_done_callback(background_tasks.discard)","['2a2b29e30e6ff459a59e7482a7a526031b7c7b2e']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5ADBD0>]"
"8e82203bb57ecff3e8c034d66ceb111328978a2e","Note another attempt at fixing flickering when using the magnifier tool  I tried `refresh(layout=True  repaint=False)` before `_scroll_to`  but no luck.","['51767d05c8001cf961c56ea9dba877d93e12d170']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5E0110>]"
"c076a1b5de8ef530aa9d8717157b35edabc8c86c","Simplify further and fix Toolbox hiding behavior  Yay  this is how simple I originally thought it was going to be.","['8040196f100f2f58ab9a62865782bf8197eb74b7']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5FE410>]"
"1eea87c6c96a6651f37fff39424ecaaf9bc4dca6","Fix error if dragging from off the canvas and releasing mouse over it","['e579b005c03ace17005a7cc47c24ef4ab2c4f628']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C62A4D0>]"
"5b2e4e0f831744a0f10cc8308c0511d0d63e73f6","Make warning into an assertion","['612bc3d204f76161a81d00e4fa03f912e5c499fb']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5C2650>]"
"27c9646b20d0b83004d020c31ca18ec209336ed5","DRY window closing and make type checker happy with an assertion","['065c5be2cbad5610ab93a5b3db3bde01d581b2fa']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658DBEC790>]"
"da62add6c14ea46f988c86bb3e8e5be9ea23df6b","Avoid ""possibly unbound"" errors","['3b2b3835951948786ccb009fbd2d27c1b90f238c']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C632650>]"
"a8f174eb8ef3a02198ff7f5a05b0b2cdb0087f16","Fix the last type checking error  and simply --reload-on-changes  Hopefully this makes it more robust as well...","['2827457497d25662faa1d7466be8e3d27286e64c']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D0BD990>]"
"9f06373cb759db4049878b04280b891a7c19aeea","Add a bunch more type checking hints/assertions","['2c8d74808a6267dd83d65a644d8fbcc20210360b']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D597610>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D625490>, <pydriller.domain.commit.ModifiedFile object at 0x0000026592C13F10>]"
"505605c660ef47fe5f31a8eec35c09fc99734ca5","Add typing to preprocess.py script that I'm not using  ChatGPT did most of this for me. I just said ""Please add type annotations to this code. Surround the code in a Markdown code block."" and then fixed the Generator and the lambda.","['5d778c1879f0e5c4a85981ca4e834194df2d31fd']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C62B610>]"
"a875c61fff1c3a597922bd9f56c78a4fa244abd4","Fix mouse coordinates with a better workaround","['bcb26707ef45fcf03c5aa9988b2d5a83980c5263']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658DBFF8D0>]"
"6259d11ec5fef41e79ed939642ca69cddf4e9a39","Switch to previous tool only on mouse up (for Magnifier)  This fixes accidentally activating the other tool when using the Magnifier  and matches the behavior of MS Paint.","['961dfe803958c49546ce5294e65af3ad6641753a']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5A0990>]"
"23352d64ac6c6b8ed410cd0b40a00fb3ae4d3f72","Fix ""incompatible"" override type checker errors  Method ""watch_value"" overrides class ""Input"" in an incompatible manner   Return type mismatch: base method returns type ""Coroutine[Any  Any  None]""  override returns type ""None""     Type ""None"" cannot be assigned to type ""Coroutine[Any  Any  None]""PylancereportIncompatibleMethodOverride  Method ""validate_cursor_position"" overrides class ""Input"" in an incompatible manner   Parameter 2 name mismatch: base parameter is named ""cursor_position""  override parameter is named ""position""PylancereportIncompatibleMethodOverride  These wouldn't actually be problems  due to the nature of the reactive properties system  but whatever  I can make it match  no problem.","['6259d11ec5fef41e79ed939642ca69cddf4e9a39']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D597450>]"
"1a135c41531db973386a5a574e648ec5fc86d284","Rename a variable that is inside is_inside_polygon  This is an AI-offered function... so I'm sort of guessing here.  This fixes a spell checker issue but there's also a ""possibly unbound"" type checker issue here.","['23352d64ac6c6b8ed410cd0b40a00fb3ae4d3f72']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5A1910>]"
"1523e960bb5547ec88e734eacf536111054a25b4","Fix a type checker error (setting parent_menu on Separator)  Not really a problem  but parent_menu isn't declared on Separator.","['de1a77036bb42038b4e24c4c0bcc9cebbffe3f2e']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5B2C90>]"
"e62064a307fe9dc700d8c7eb591f615b43f7acfb","Fix a type checker error","['1523e960bb5547ec88e734eacf536111054a25b4']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C624E10>]"
"3b08e045e74e58115ad28873ee015b9ed02c6b1e","Mount menus to the Screen instead of the App  All just to avoid one type checker error:      Type of ""app"" is partially unknown       Type of ""app"" is ""App[Unknown]""PylancereportUnknownMemberType  But it's the last error in menus.py... But I still have a bunch of this error in main.py  and I don't know how to deal with it generally. It doesn't seem like a real problem  but I don't want to add so many ignore comments...","['c3d4e1c254c4c137cde10b181b7acb3ac4a5420b']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C12A50>]"
"bbe3f0172532edc19cff1adf1315569cf79f6d7d","Add to known issues","['7bf41a6ac4372e612ccda78a30c7eb36618ce886']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C4E3050>]"
"7bbca533b299b2bc455df56ff01041ce59bb22c9","Tweak dark clouds  I wanted to do more with this  but I actually ran into some problems where it wouldn't replace a color. It might need a threshold.","['d37291b9d3a3a14856f11e612b2c7b3a0ff67393']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5AEDD0>]"
"bf2b5ec94ed128f15300b33dff48e5e3974a8b83","Fix dragging windows  This was broken in ""Fix a type checker error"" e62064a307fe9dc700d8c7eb591f615b43f7acfb  where I just added `and self.offset_at_drag_start`. The problem is that Offset defines __bool__ and are falsy when (0 0)  and the windows  despite starting out in the center  initially have an offset of (0 0) FROM this center position.","['769c7af339305414cf7d161624ad9cd47a1887c5']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D54C490>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D551790>]"
"8c932ea53f12ca42dea26778fd513b728fa53f80","Fix dragging selection by top left corner  I recognized this as another Offset -> bool coercion issue.","['bf2b5ec94ed128f15300b33dff48e5e3974a8b83']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C035D0>, <pydriller.domain.commit.ModifiedFile object at 0x000002658DBEEA10>]"
"0e25b99d2b1af00eb10eb296e225b64e8ac31fe6","Update known issue with newly-known knowledge about the issue  There are known knowns  and unknown knowns  and also known unknowns  and unknown unknowns  but this is a now-no-longer-known-unknown-now-known-known  y'know? (I don't not not not not not not know.)","['66f4b77ff34be1e688cacc98a9c422d4912a8590']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5DF610>]"
"5ba8cbdbb80ef2b4bf3c9e1feabb7e585f31b8b3","Fix assertion error when using Select or Text before any other tool  AssertionError: selection_drag_offset should only be set if there's a selection","['aae99c324732834855dac77aa9da416405517530']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D624490>]"
"15ffabbaac50bb4e5d0397333849121930dc8ffc","Use repr instead of str when formatting exceptions  This is a little better  but not great.","['1ab1dfb037c917574b288d1dc2c686ab23769bf8']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658DBE7350>]"
"a5518a58943988373aac06fd9d2c8001c821cb0d","Remove redundant cancel_preview  handled by stop_action_in_progress","['6d6ef25da47710d7ac630e82dd0c92f6b49c4770']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C66EDD0>]"
"8c936552b73b9e85a7b03f400fc0077269a80d2d","Don't delete selection if copy fails during cut","['0c3cc45dddc697dcb2fdb650fe41da04113173e7']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C66D690>]"
"0c52788843a4efa222f396ef8fe9431dc76f08ba","Fix some type checker errors","['3f3375c1fd0522143bca50b7177e4a5dd7c27915']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D625410>, <pydriller.domain.commit.ModifiedFile object at 0x000002658DBE5050>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D5656D0>]"
"1f171259bb1943168c413686e6736949aa2c24bf","Fix shifted/cutoff selection when melding with negative coordinates  Code intended to prevent errors was also creating an offset between the source and target regions. The source region needs to be adjusted to match the clipped target region.","['0c52788843a4efa222f396ef8fe9431dc76f08ba']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C5C0F10>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D595110>]"
"088b7e9b2dc079943340fe8bb491b102c598351c","Clamp text selection endpoint while dragging  This fixes weird or non-traditional behavior where dragging further away from the textbox when the mouse is outside the textbox would continue to offset the cursor index. It wasn't totally unreasonable  but the traditional behavior is to clamp it  and it makes it easier to select whole lines.","['c46586cc516c0a4e35d4dd7331e12ad33a11ec57']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C66FF90>]"
"454c473eff4a039bbce8e32aa434cee71dfa0bf4","Grab and tweak wallpaper code  I updated the Windows version to use *W (wide char  unicode) version  and enabled it and the mac one  changed except: to except Exception: and tweaked a few other things.  I haven't tested any of this.","['06e2ad41e41306c86cafef914a3853c85f91874d']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5DE8D0>]"
"594c378e45d8529d8c61c64f228f2b2673eef7c5","Remove try-except around set_wallpaper body","['b764ab6f45b34f3e2c4ca3618e91c95a7ae79f26']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D54FB50>]"
"44d800d9b3108ef6a84cee86612c354afee09db4","Note an issue with color values changing","['8d7843b383576f47ad660ee1ba5ba2ff8ca6799f']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C4AC150>]"
"93a1d2674ff85e5ebdecf3b353d9b05c719f9c1d","Clear undos/redos to avoid errors when applying undo actions","['cc2ba1f0431fea52b77eee5349018f1ee4fa0dcf']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C66D790>]"
"67015ae1cab8d063cb4e78252fe37b279be20f85","Add a known crash-causing issue","['48a61d99348797a5086fe82cc544cb6e2e1e867c']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D564C90>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D565090>]"
"5be895732d797ad10256e0ccbc7a8c11b3842f30","Remove document argument to Action in favor of action.update()  I'm probably breaking stuff here  by disabling the region fallback  etc.","['dbf6b786597e45104c40b192841e6444598aa78b']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C630410>]"
"9c1b617440d9d3e2d99e562c5032a8305c782408","Fix error undoing ineffective flood fill","['5be895732d797ad10256e0ccbc7a8c11b3842f30']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D626750>]"
"4fed90c794b83f37a8c25f07a7510c84216ff431","Clean up  btw backslash was to avoid comment detected as a #region comment which Pylance complained about not having a respective end comment","['9c1b617440d9d3e2d99e562c5032a8305c782408']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5DCA50>]"
"fffd287ff0c1dd812fccc7dcc41e3ec2a3ca26b4","WIP: make resizing the canvas undoable  Resize  undo  redo works  but: Resize  undo  redo  undo errors.","['7d4a4636682fd3eab9385aec89d66e0ae7a34267']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5DDFD0>]"
"9897266a148956a2caf54e34935b211bef6e99a5","Fix error during undo after redo after undo after resize  When you've finally tracked down an issue and to fix it all you have to do is point the cursor in the right spot and hit tab to accept the AI's auto completion  it really makes you wonder about proactive AI coding assistance  and a future with AGI. Or even without any AGI or proactive AI  just having a gutter view that shows how surprised a language model is at a given line of code could really work wonders on a problem like this. It might feel _judgy_  but it could solve problems.","['fffd287ff0c1dd812fccc7dcc41e3ec2a3ca26b4']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D61DC90>]"
"1f5457d992f35a677a8e94df51405b26ce3de13e","Fix crash with Polygon tool(s)  dragging from outside to inside canvas  When clicking outside the canvas and dragging and releasing over it  several tools exhibited issues  which this commit fixes.  - Free-Form Select  Polygon: crash with IndexError - Select: useless selection created - Magnifier  Pick Color: returned to last tool before use","['9897266a148956a2caf54e34935b211bef6e99a5']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C62B250>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D595010>]"
"2cf3bc2a7db96e3b053a3d3037e09b5537f5c24a","Clarify known issues","['66222b23844f91fb267063e8b70aab5cc2835247']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D61F650>]"
"ceb79bc5aa9aae13703043485225c2e3fa6ae3b3","Add to known issues list","['2cf3bc2a7db96e3b053a3d3037e09b5537f5c24a']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C12610>]"
"682564b6a8196a6b6a93f4014319e2698c648e1c","Replace outdated return & FIXME comment with an assertion","['817b05d2915da5f679389b034dba4fb8e9220752']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C02910>]"
"0b6006325e958e063f47be2cd8ebdfdf6909fb07","Resolve all non-strict mode Pyright errors","['2a35778cbd2458ac0e0da36e6e4d5b8107ef982e']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C10B50>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D54CB90>]"
"facfd6cfe39708b9c66cf5089ca69ac567e42988","Fix potential error if minimize but not maximize present  or visa versa","['c8b042bae6fecc3596c4ff1bce37e578f8b94dc6']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D54F550>]"
"f54de3f06593b18bd83263890d18256a06f00317","Fix help window layout when maximized  breaking minimize behavior  Maximization is more important  so this is still a win  but this does make minimization stop working and look really stupid.","['f0f9200292b29a8771e3e0b7acae7413cfcf7b48']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658BBE9CD0>]"
"d8d08717296fd217b6648ac722f1453ca23fca38","Catch any errors getting the clipboard data  I haven't run into this  but since we've got a nice localized string for it...","['a20f2c05d73c94f50727571e38be8ad6d0a63708']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5DE310>]"
"4ff90fa8eccbe2b3debcb3b15dce5e31b3681ec2","Add ignore comment for error Pylance gives even though pyright doesn't  With Pyright's strict mode disabled  I got zero issues from the CLI  but got a Problem underline in VS Code from Pylance: - ""Gio"" is unknown import symbol Pylance(reportGeneralTypeIssues)  This also silences  on the same line: - Type of ""Gio"" is unknown Pylance(reportUnknownVariableType)  gi.repository uses DynamicImporter  which I assume is all the reason the type checker ""needs"" to be confused  so I'm not worried about this.","['d8d08717296fd217b6648ac722f1453ca23fca38']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C630290>]"
"77fa6cb444ef1e55205c956025e323fd5aedeb58","Fix error after resizing the document if there was an action preview  If you confirmed the dialog with Enter after hovering over the canvas  previously it got:      IndexError: list index out of range  when canceling the preview after it became outdated in regard to the canvas size.","['cbbaf18945ca8b47f17e82cd7979b61eabedc987']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C4E0690>]"
"1cdad17fe9d6698d7bd9f35d0c10228f956075f3","Set a fixed width when updating CLI help on readme  By default it uses the terminal width  which caused the help text to change spuriously.","['77fa6cb444ef1e55205c956025e323fd5aedeb58']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5651D0>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D565310>]"
"0bed615e74e3c678420e70db9daeef0bf15ecd47","Exit after --recode-samples  Otherwise it may leave the app in a weird state where app.image != app.canvas.image (I presume)  and you can't draw  at least not visibly  and it can prompt you to save changes to the document that isn't visibly open  except in the titlebar (Header).","['0282eb37857f843be00ea0f88ddc209746db9248']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C09F50>]"
"4f4a65c6fe9972d8148895d7bfc3574f4d860b7f","Fix gaps between lines in HTML export in Chrome/Firefox on Ubuntu  This is dependent on the font. In both Chrome/Firefox  monospace uses ""DejaVu Sans Mono"" on my system  but if I specify ""DejaVu Sans Mono"" explicitly  it uses a larger font size (16px  as compared to 12px in Firefox or 13px in Chrome)  and slight gaps are visible.  This fixes a regression when switching over to the Rich API's built-in HTML exporting — from where I'm sitting — but it may look totally different on someone else's computer.","['b4af4032f7275336268cc5e65824794ee1bd7d0c']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658C624810>]"
"1656c64ea251706203941e7b4515eb5de151a937","Make --recode-samples handle exceptions  in an insanely complicated way","['c9c58f12c6bb91a328a063673bba54d85ef63a48']","False","[<pydriller.domain.commit.ModifiedFile object at 0x0000026592C09210>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D611390>]"
"c2ee9ef2df73603a528bb2cd654cbef28c752185","Simplify: don't need a Task!  This still handles errors  unlike a million things I tried before  and can still work and exit successfully.","['cf39357641e20f08c958fb7a7d09ae39e66048e3']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D5F5C90>]"
"f5e071f0699b716d6c163982c6f8560adbf8e51a","Fix menus cut off when viewport height is small  This fix works for the top level menus  and but it's unreliable for submenus  just as submenus opening at all is unreliable.","['bf2b471733aa92cc80d81f141bb496085cf9c24c']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658D54C350>, <pydriller.domain.commit.ModifiedFile object at 0x000002658DBE5C90>, <pydriller.domain.commit.ModifiedFile object at 0x000002658D565B90>]"
"3544e754eaeb90eea9f1049448bd4e5efea3d353","Add a stopgap to export Rich API console markup","['076b4bd681b86d0eb94c218eec7da0e4b450517b']","False","[<pydriller.domain.commit.ModifiedFile object at 0x000002658CFE2C90>]"
